"id_incidente","data_registro","tipo_incidente","volume_titulares","severidade_reputacional","canal_origem","regra_j48_weka","probabilidade_perda"
1872,"2037-05-04","Falha_Cookies",9961,9,"Portal_Cliente","Medio_Risco",0.6
1873,"2034-06-02","Vazamento_API",8620,10,"Portal_Cliente","Alto_Risco_Sancao",0.85
1874,"2025-05-14","Vazamento_API",3782,7,"E-commerce","Alto_Risco_Sancao",0.91
1875,"2037-07-02","Falha_Cookies",6926,6,"Portal_Cliente","Medio_Risco",0.71
1876,"2035-07-08","Falha_Cookies",2266,6,"Portal_Cliente","Baixo_Risco",0.38
1877,"2037-08-09","Ausencia_Termos",9135,4,"E-commerce","Baixo_Risco",0.25
1878,"2038-05-25","Falha_Cookies",3641,10,"E-commerce","Baixo_Risco",0.14
1879,"2033-08-02","Falha_Cookies",1945,8,"App_Mobile","Baixo_Risco",0.07
1880,"2027-04-05","Falha_Cookies",7161,6,"Portal_Cliente","Medio_Risco",0.61
1881,"2038-07-20","Ausencia_Termos",6692,6,"E-commerce","Medio_Risco",0.52
1882,"2037-10-31","Ausencia_Termos",9706,4,"E-commerce","Baixo_Risco",0.37
1883,"2028-04-17","Ausencia_Termos",3883,3,"Portal_Cliente","Baixo_Risco",0.34
1884,"2026-03-04","Vazamento_API",6036,8,"E-commerce","Alto_Risco_Sancao",0.91
1885,"2031-06-20","Falha_Cookies",8821,7,"E-commerce","Medio_Risco",0.6
1886,"2026-01-26","Falha_Cookies",5638,8,"E-commerce","Medio_Risco",0.71
1887,"2030-04-16","Falha_Cookies",3503,4,"E-commerce","Baixo_Risco",0.19
1888,"2026-12-04","Vazamento_API",7961,7,"App_Mobile","Alto_Risco_Sancao",0.84
1889,"2031-02-13","Vazamento_API",2829,10,"E-commerce","Alto_Risco_Sancao",0.86
1890,"2027-06-30","Ausencia_Termos",4893,5,"Portal_Cliente","Baixo_Risco",0.29
1891,"2038-01-24","Vazamento_API",3822,9,"Portal_Cliente","Alto_Risco_Sancao",0.83
1892,"2036-09-28","Vazamento_API",7936,7,"E-commerce","Alto_Risco_Sancao",0.86
1893,"2034-02-19","Vazamento_API",5872,9,"Portal_Cliente","Alto_Risco_Sancao",0.81
1894,"2029-08-25","Vazamento_API",5688,9,"Portal_Cliente","Alto_Risco_Sancao",0.9
1895,"2034-05-02","Ausencia_Termos",1839,10,"App_Mobile","Baixo_Risco",0.13
1896,"2027-09-24","Ausencia_Termos",6318,9,"E-commerce","Medio_Risco",0.51
1897,"2037-06-26","Falha_Cookies",6255,6,"E-commerce","Medio_Risco",0.68
1898,"2035-12-04","Vazamento_API",8925,7,"E-commerce","Alto_Risco_Sancao",0.76
1899,"2031-11-02","Vazamento_API",2713,10,"Portal_Cliente","Alto_Risco_Sancao",0.76
1900,"2031-12-20","Vazamento_API",5480,8,"E-commerce","Alto_Risco_Sancao",0.83
1901,"2029-05-08","Vazamento_API",9624,7,"App_Mobile","Alto_Risco_Sancao",0.84
1902,"2037-03-14","Falha_Cookies",2135,8,"Portal_Cliente","Baixo_Risco",0.48
1903,"2025-01-22","Falha_Cookies",6933,4,"E-commerce","Baixo_Risco",0.12
1904,"2033-05-26","Vazamento_API",8883,9,"App_Mobile","Alto_Risco_Sancao",0.78
1905,"2028-10-07","Vazamento_API",4674,7,"E-commerce","Alto_Risco_Sancao",0.75
1906,"2034-04-27","Ausencia_Termos",102,8,"App_Mobile","Baixo_Risco",0.31
1907,"2030-12-08","Ausencia_Termos",850,8,"Portal_Cliente","Baixo_Risco",0.13
1908,"2028-09-23","Vazamento_API",3140,7,"App_Mobile","Alto_Risco_Sancao",0.95
1909,"2034-11-16","Falha_Cookies",912,10,"E-commerce","Baixo_Risco",0.08
1910,"2037-01-01","Vazamento_API",7284,7,"App_Mobile","Alto_Risco_Sancao",0.77
1911,"2032-12-25","Falha_Cookies",6529,4,"Portal_Cliente","Baixo_Risco",0.17
1912,"2026-05-25","Vazamento_API",8909,7,"Portal_Cliente","Alto_Risco_Sancao",0.94
1913,"2029-04-18","Vazamento_API",8718,7,"E-commerce","Alto_Risco_Sancao",0.96
1914,"2032-06-24","Falha_Cookies",3721,9,"Portal_Cliente","Baixo_Risco",0.47
1915,"2032-05-11","Falha_Cookies",8725,3,"E-commerce","Baixo_Risco",0.14
1916,"2032-06-15","Vazamento_API",8221,8,"App_Mobile","Alto_Risco_Sancao",0.89
1917,"2031-01-23","Vazamento_API",9787,9,"Portal_Cliente","Alto_Risco_Sancao",0.92
1918,"2025-08-31","Falha_Cookies",5306,3,"Portal_Cliente","Baixo_Risco",0.13
1919,"2029-07-11","Falha_Cookies",9397,6,"E-commerce","Medio_Risco",0.66
1920,"2027-04-06","Ausencia_Termos",6290,7,"App_Mobile","Medio_Risco",0.59
1921,"2031-12-21","Ausencia_Termos",6764,7,"App_Mobile","Medio_Risco",0.65
1922,"2030-01-07","Ausencia_Termos",7812,4,"E-commerce","Baixo_Risco",0.45
1923,"2035-12-04","Vazamento_API",7060,9,"Portal_Cliente","Alto_Risco_Sancao",0.85
1924,"2033-06-26","Falha_Cookies",3576,2,"App_Mobile","Baixo_Risco",0.24
1925,"2026-10-12","Vazamento_API",9255,7,"E-commerce","Alto_Risco_Sancao",0.77
1926,"2034-03-04","Vazamento_API",8452,8,"App_Mobile","Alto_Risco_Sancao",0.78
1927,"2036-07-18","Vazamento_API",9606,8,"Portal_Cliente","Alto_Risco_Sancao",0.95
1928,"2028-01-10","Falha_Cookies",5276,4,"E-commerce","Baixo_Risco",0.48
1929,"2036-01-06","Vazamento_API",6594,9,"E-commerce","Alto_Risco_Sancao",0.87
1930,"2034-07-02","Ausencia_Termos",5274,5,"E-commerce","Medio_Risco",0.66
1931,"2035-04-04","Falha_Cookies",5826,4,"E-commerce","Baixo_Risco",0.25
1932,"2026-09-17","Vazamento_API",6722,9,"App_Mobile","Alto_Risco_Sancao",0.86
1933,"2031-05-12","Ausencia_Termos",9131,8,"App_Mobile","Medio_Risco",0.54
1934,"2033-04-01","Vazamento_API",7722,8,"E-commerce","Alto_Risco_Sancao",0.82
1935,"2029-05-11","Falha_Cookies",6351,6,"E-commerce","Medio_Risco",0.64
1936,"2028-10-28","Vazamento_API",5024,6,"App_Mobile","Medio_Risco",0.66
1937,"2029-08-21","Vazamento_API",6963,7,"Portal_Cliente","Alto_Risco_Sancao",0.84
1938,"2032-05-09","Falha_Cookies",7470,3,"E-commerce","Baixo_Risco",0.23
1939,"2030-11-17","Ausencia_Termos",8667,3,"App_Mobile","Baixo_Risco",0.26
1940,"2038-06-18","Vazamento_API",3692,10,"E-commerce","Alto_Risco_Sancao",0.96
1941,"2033-04-15","Falha_Cookies",5337,5,"Portal_Cliente","Medio_Risco",0.6
1942,"2034-09-14","Vazamento_API",4272,7,"App_Mobile","Alto_Risco_Sancao",0.87
1943,"2028-11-18","Falha_Cookies",753,7,"E-commerce","Baixo_Risco",0.23
1944,"2031-08-12","Falha_Cookies",4929,10,"Portal_Cliente","Baixo_Risco",0.38
1945,"2034-12-22","Vazamento_API",6672,9,"E-commerce","Alto_Risco_Sancao",0.87
1946,"2029-10-14","Falha_Cookies",5997,5,"App_Mobile","Medio_Risco",0.53
1947,"2030-12-17","Vazamento_API",2745,6,"E-commerce","Baixo_Risco",0.48
1948,"2030-03-23","Vazamento_API",5888,6,"E-commerce","Medio_Risco",0.55
1949,"2034-02-27","Falha_Cookies",6703,1,"E-commerce","Baixo_Risco",0.47
1950,"2027-10-24","Ausencia_Termos",7552,6,"Portal_Cliente","Medio_Risco",0.51
1951,"2026-02-07","Vazamento_API",5147,6,"App_Mobile","Medio_Risco",0.57
1952,"2032-12-13","Vazamento_API",4529,10,"Portal_Cliente","Alto_Risco_Sancao",0.9
1953,"2035-05-22","Ausencia_Termos",828,7,"App_Mobile","Baixo_Risco",0.18
1954,"2032-01-27","Ausencia_Termos",6660,7,"E-commerce","Medio_Risco",0.55
1955,"2036-10-14","Vazamento_API",7757,9,"Portal_Cliente","Alto_Risco_Sancao",0.88
1956,"2034-02-17","Falha_Cookies",3513,10,"Portal_Cliente","Baixo_Risco",0.46
1957,"2031-09-29","Falha_Cookies",8434,5,"E-commerce","Medio_Risco",0.69
1958,"2035-11-29","Vazamento_API",7570,6,"E-commerce","Medio_Risco",0.74
1959,"2035-10-27","Ausencia_Termos",8179,2,"App_Mobile","Baixo_Risco",0.48
1960,"2035-04-27","Falha_Cookies",367,5,"E-commerce","Baixo_Risco",0.15
1961,"2028-04-12","Vazamento_API",9849,9,"E-commerce","Alto_Risco_Sancao",0.83
1962,"2026-02-16","Ausencia_Termos",5962,8,"E-commerce","Medio_Risco",0.61
1963,"2038-08-29","Vazamento_API",7927,9,"Portal_Cliente","Alto_Risco_Sancao",0.81
1964,"2031-05-19","Falha_Cookies",2920,9,"App_Mobile","Baixo_Risco",0.41
1965,"2032-08-27","Falha_Cookies",7368,9,"Portal_Cliente","Medio_Risco",0.61
1966,"2029-10-08","Falha_Cookies",2129,6,"E-commerce","Baixo_Risco",0.42
1967,"2025-11-28","Falha_Cookies",9297,4,"E-commerce","Baixo_Risco",0.31
1968,"2025-09-28","Falha_Cookies",7750,7,"App_Mobile","Medio_Risco",0.74
1969,"2026-03-03","Ausencia_Termos",5809,3,"App_Mobile","Baixo_Risco",0.22
1970,"2031-06-16","Falha_Cookies",3535,9,"Portal_Cliente","Baixo_Risco",0.27
1971,"2032-05-03","Vazamento_API",6347,10,"App_Mobile","Alto_Risco_Sancao",0.75
1972,"2034-10-10","Falha_Cookies",4532,7,"E-commerce","Baixo_Risco",0.46
1973,"2037-05-22","Falha_Cookies",7052,4,"E-commerce","Baixo_Risco",0.12
1974,"2028-06-17","Falha_Cookies",4453,7,"App_Mobile","Baixo_Risco",0.39
1975,"2038-03-30","Vazamento_API",8978,9,"E-commerce","Alto_Risco_Sancao",0.88
1976,"2025-05-07","Ausencia_Termos",2903,9,"App_Mobile","Baixo_Risco",0.43
1977,"2028-02-22","Vazamento_API",8382,9,"E-commerce","Alto_Risco_Sancao",0.84
1978,"2028-02-12","Falha_Cookies",5057,3,"Portal_Cliente","Baixo_Risco",0.14
1979,"2026-03-02","Vazamento_API",4345,7,"Portal_Cliente","Alto_Risco_Sancao",0.83
1980,"2028-04-30","Ausencia_Termos",7280,4,"Portal_Cliente","Baixo_Risco",0.33
1981,"2030-11-03","Ausencia_Termos",2327,5,"Portal_Cliente","Baixo_Risco",0.34
1982,"2029-06-06","Vazamento_API",2841,9,"Portal_Cliente","Alto_Risco_Sancao",0.88
1983,"2026-04-06","Vazamento_API",9276,6,"E-commerce","Medio_Risco",0.61
1984,"2037-08-11","Vazamento_API",5417,10,"E-commerce","Alto_Risco_Sancao",0.92
1985,"2033-08-12","Vazamento_API",5233,8,"E-commerce","Alto_Risco_Sancao",0.83
1986,"2036-08-19","Falha_Cookies",6871,4,"App_Mobile","Baixo_Risco",0.28
1987,"2032-11-08","Falha_Cookies",6862,7,"E-commerce","Medio_Risco",0.72
1988,"2027-09-08","Vazamento_API",8738,6,"E-commerce","Medio_Risco",0.69
1989,"2030-07-21","Vazamento_API",4213,8,"App_Mobile","Alto_Risco_Sancao",0.9
1990,"2026-01-04","Vazamento_API",3106,9,"E-commerce","Alto_Risco_Sancao",0.93
1991,"2033-08-15","Vazamento_API",8900,7,"E-commerce","Alto_Risco_Sancao",0.88
1992,"2031-05-19","Vazamento_API",3491,7,"Portal_Cliente","Alto_Risco_Sancao",0.88
1993,"2036-07-13","Falha_Cookies",6893,4,"E-commerce","Baixo_Risco",0.06
1994,"2037-10-02","Falha_Cookies",4108,6,"Portal_Cliente","Baixo_Risco",0.44
1995,"2036-01-02","Falha_Cookies",4640,5,"Portal_Cliente","Baixo_Risco",0.19
1996,"2035-08-12","Falha_Cookies",828,8,"App_Mobile","Baixo_Risco",0.42
1997,"2027-03-18","Ausencia_Termos",4185,9,"Portal_Cliente","Baixo_Risco",0.1
1998,"2034-01-01","Vazamento_API",2553,7,"Portal_Cliente","Alto_Risco_Sancao",0.77
1999,"2029-07-09","Vazamento_API",8650,9,"E-commerce","Alto_Risco_Sancao",0.75
2000,"2025-02-07","Vazamento_API",5916,7,"Portal_Cliente","Alto_Risco_Sancao",0.88
2001,"2027-12-09","Falha_Cookies",6885,1,"E-commerce","Baixo_Risco",0.24
2002,"2030-09-07","Falha_Cookies",641,2,"Portal_Cliente","Baixo_Risco",0.18
2003,"2036-02-24","Ausencia_Termos",3877,4,"App_Mobile","Baixo_Risco",0.15
2004,"2037-11-26","Vazamento_API",8769,8,"E-commerce","Alto_Risco_Sancao",0.87
2005,"2026-12-13","Falha_Cookies",9130,3,"E-commerce","Baixo_Risco",0.27
2006,"2029-12-12","Ausencia_Termos",4355,3,"E-commerce","Baixo_Risco",0.18
2007,"2033-10-11","Ausencia_Termos",5114,4,"App_Mobile","Baixo_Risco",0.4
2008,"2033-11-07","Falha_Cookies",2095,2,"App_Mobile","Baixo_Risco",0.42
2009,"2025-10-25","Ausencia_Termos",869,2,"Portal_Cliente","Baixo_Risco",0.26
2010,"2032-12-11","Ausencia_Termos",4017,8,"E-commerce","Baixo_Risco",0.48
2011,"2027-11-23","Vazamento_API",5743,8,"Portal_Cliente","Alto_Risco_Sancao",0.77
2012,"2027-01-06","Falha_Cookies",375,1,"E-commerce","Baixo_Risco",0.3
2013,"2034-08-17","Falha_Cookies",2844,2,"E-commerce","Baixo_Risco",0.27
2014,"2032-05-01","Falha_Cookies",5160,2,"Portal_Cliente","Baixo_Risco",0.24
2015,"2036-07-06","Vazamento_API",8673,6,"E-commerce","Medio_Risco",0.66
2016,"2038-08-14","Falha_Cookies",2677,3,"E-commerce","Baixo_Risco",0.33
2017,"2028-10-02","Falha_Cookies",9120,5,"E-commerce","Medio_Risco",0.71
2018,"2025-04-17","Ausencia_Termos",4638,8,"E-commerce","Baixo_Risco",0.24
2019,"2037-11-07","Vazamento_API",3906,9,"Portal_Cliente","Alto_Risco_Sancao",0.82
2020,"2028-09-25","Falha_Cookies",2550,4,"Portal_Cliente","Baixo_Risco",0.18
2021,"2032-02-08","Falha_Cookies",1537,8,"App_Mobile","Baixo_Risco",0.29
2022,"2038-02-11","Vazamento_API",8331,8,"Portal_Cliente","Alto_Risco_Sancao",0.79
2023,"2036-12-20","Ausencia_Termos",1054,7,"E-commerce","Baixo_Risco",0.21
2024,"2033-03-14","Falha_Cookies",5104,4,"E-commerce","Baixo_Risco",0.43
2025,"2033-07-02","Ausencia_Termos",5009,8,"Portal_Cliente","Medio_Risco",0.67
2026,"2035-04-20","Ausencia_Termos",1310,4,"E-commerce","Baixo_Risco",0.43
2027,"2027-01-19","Falha_Cookies",6415,2,"App_Mobile","Baixo_Risco",0.35
2028,"2027-08-19","Falha_Cookies",9433,6,"Portal_Cliente","Medio_Risco",0.52
2029,"2025-01-13","Falha_Cookies",9960,2,"E-commerce","Baixo_Risco",0.39
2030,"2025-11-29","Falha_Cookies",1055,9,"Portal_Cliente","Baixo_Risco",0.33
2031,"2037-01-24","Ausencia_Termos",2824,9,"E-commerce","Baixo_Risco",0.34
2032,"2037-07-01","Vazamento_API",9087,8,"Portal_Cliente","Alto_Risco_Sancao",0.78
2033,"2033-04-03","Vazamento_API",6729,7,"E-commerce","Alto_Risco_Sancao",0.87
2034,"2029-12-10","Ausencia_Termos",8010,4,"E-commerce","Baixo_Risco",0.06
2035,"2031-07-02","Falha_Cookies",7868,10,"Portal_Cliente","Medio_Risco",0.67
2036,"2030-04-26","Vazamento_API",8171,8,"Portal_Cliente","Alto_Risco_Sancao",0.87
2037,"2025-04-18","Ausencia_Termos",5701,6,"Portal_Cliente","Medio_Risco",0.55
2038,"2026-06-04","Vazamento_API",3493,8,"E-commerce","Alto_Risco_Sancao",0.78
2039,"2036-07-24","Ausencia_Termos",6693,4,"E-commerce","Baixo_Risco",0.19
2040,"2025-12-20","Falha_Cookies",8293,8,"E-commerce","Medio_Risco",0.56
2041,"2035-02-12","Vazamento_API",4819,9,"E-commerce","Alto_Risco_Sancao",0.83
2042,"2036-11-15","Falha_Cookies",9515,10,"Portal_Cliente","Medio_Risco",0.61
2043,"2029-08-21","Ausencia_Termos",5065,10,"E-commerce","Medio_Risco",0.72
2044,"2025-09-10","Vazamento_API",6434,7,"App_Mobile","Alto_Risco_Sancao",0.78
2045,"2033-04-22","Ausencia_Termos",9045,2,"Portal_Cliente","Baixo_Risco",0.27
2046,"2025-01-18","Vazamento_API",8783,7,"Portal_Cliente","Alto_Risco_Sancao",0.82
2047,"2036-10-22","Ausencia_Termos",7079,9,"E-commerce","Medio_Risco",0.56
2048,"2030-08-19","Vazamento_API",8272,8,"Portal_Cliente","Alto_Risco_Sancao",0.85
2049,"2026-11-19","Vazamento_API",6749,7,"E-commerce","Alto_Risco_Sancao",0.81
2050,"2034-11-10","Vazamento_API",4128,6,"E-commerce","Baixo_Risco",0.06
2051,"2037-06-26","Falha_Cookies",9447,5,"App_Mobile","Medio_Risco",0.73
2052,"2027-11-28","Falha_Cookies",412,3,"E-commerce","Baixo_Risco",0.21
2053,"2034-02-06","Vazamento_API",3455,6,"E-commerce","Baixo_Risco",0.09
2054,"2032-04-06","Vazamento_API",8619,7,"App_Mobile","Alto_Risco_Sancao",0.85
2055,"2031-02-09","Vazamento_API",8524,6,"E-commerce","Medio_Risco",0.58
2056,"2034-11-06","Falha_Cookies",2561,3,"Portal_Cliente","Baixo_Risco",0.36
2057,"2036-08-31","Ausencia_Termos",9404,7,"Portal_Cliente","Medio_Risco",0.7
2058,"2034-02-06","Falha_Cookies",986,5,"E-commerce","Baixo_Risco",0.31
2059,"2032-06-04","Falha_Cookies",4127,6,"Portal_Cliente","Baixo_Risco",0.32
2060,"2035-02-13","Vazamento_API",4679,9,"App_Mobile","Alto_Risco_Sancao",0.78
2061,"2031-08-03","Falha_Cookies",3264,10,"E-commerce","Baixo_Risco",0.06
2062,"2036-08-03","Ausencia_Termos",2860,8,"E-commerce","Baixo_Risco",0.47
2063,"2032-06-25","Vazamento_API",3895,6,"Portal_Cliente","Baixo_Risco",0.19
2064,"2031-01-18","Vazamento_API",9059,7,"E-commerce","Alto_Risco_Sancao",0.93
2065,"2030-11-16","Falha_Cookies",129,4,"E-commerce","Baixo_Risco",0.08
2066,"2027-10-19","Falha_Cookies",3787,5,"Portal_Cliente","Baixo_Risco",0.14
2067,"2025-05-21","Ausencia_Termos",6845,10,"Portal_Cliente","Medio_Risco",0.65
2068,"2035-12-03","Vazamento_API",5256,10,"Portal_Cliente","Alto_Risco_Sancao",0.76
2069,"2033-09-23","Ausencia_Termos",4419,10,"Portal_Cliente","Baixo_Risco",0.24
2070,"2037-09-21","Vazamento_API",2553,9,"Portal_Cliente","Alto_Risco_Sancao",0.87
2071,"2027-07-17","Vazamento_API",4817,7,"Portal_Cliente","Alto_Risco_Sancao",0.85
2072,"2029-09-21","Ausencia_Termos",2228,10,"E-commerce","Baixo_Risco",0.48
2073,"2034-01-05","Falha_Cookies",4379,6,"E-commerce","Baixo_Risco",0.08
2074,"2032-08-15","Falha_Cookies",8568,4,"E-commerce","Baixo_Risco",0.47
2075,"2026-06-11","Falha_Cookies",4371,5,"E-commerce","Baixo_Risco",0.27
2076,"2027-04-15","Falha_Cookies",885,7,"Portal_Cliente","Baixo_Risco",0.29
2077,"2038-09-05","Vazamento_API",8072,7,"Portal_Cliente","Alto_Risco_Sancao",0.88
2078,"2032-11-05","Vazamento_API",9195,8,"App_Mobile","Alto_Risco_Sancao",0.89
2079,"2033-04-06","Ausencia_Termos",4682,5,"E-commerce","Baixo_Risco",0.23
2080,"2031-05-21","Ausencia_Termos",4031,7,"Portal_Cliente","Baixo_Risco",0.23
2081,"2028-07-12","Vazamento_API",9499,8,"Portal_Cliente","Alto_Risco_Sancao",0.88
2082,"2032-07-18","Ausencia_Termos",3319,6,"App_Mobile","Baixo_Risco",0.24
2083,"2025-11-19","Vazamento_API",9503,6,"E-commerce","Medio_Risco",0.71
2084,"2033-08-04","Falha_Cookies",9860,8,"App_Mobile","Medio_Risco",0.7
2085,"2032-03-15","Ausencia_Termos",2443,8,"E-commerce","Baixo_Risco",0.24
2086,"2025-02-05","Falha_Cookies",5776,8,"E-commerce","Medio_Risco",0.68
2087,"2029-10-24","Vazamento_API",8280,7,"App_Mobile","Alto_Risco_Sancao",0.84
2088,"2038-01-28","Falha_Cookies",9668,3,"Portal_Cliente","Baixo_Risco",0.35
2089,"2038-03-29","Falha_Cookies",5385,7,"E-commerce","Medio_Risco",0.56
2090,"2025-10-20","Falha_Cookies",1089,4,"App_Mobile","Baixo_Risco",0.41
2091,"2030-12-19","Falha_Cookies",9692,4,"E-commerce","Baixo_Risco",0.4
2092,"2031-10-23","Vazamento_API",5017,7,"Portal_Cliente","Alto_Risco_Sancao",0.89
2093,"2037-03-04","Falha_Cookies",2209,7,"Portal_Cliente","Baixo_Risco",0.12
2094,"2032-05-23","Vazamento_API",3764,7,"E-commerce","Alto_Risco_Sancao",0.83
2095,"2031-09-27","Falha_Cookies",2409,5,"Portal_Cliente","Baixo_Risco",0.32
2096,"2038-06-08","Vazamento_API",7717,6,"E-commerce","Medio_Risco",0.62
2097,"2027-06-14","Vazamento_API",2957,7,"Portal_Cliente","Alto_Risco_Sancao",0.98
2098,"2036-12-29","Falha_Cookies",8141,8,"E-commerce","Medio_Risco",0.68
2099,"2038-05-28","Vazamento_API",6758,7,"E-commerce","Alto_Risco_Sancao",0.96
2100,"2028-04-11","Ausencia_Termos",7442,2,"E-commerce","Baixo_Risco",0.33
2101,"2029-12-29","Vazamento_API",8038,10,"E-commerce","Alto_Risco_Sancao",0.91
2102,"2031-05-05","Falha_Cookies",6132,5,"E-commerce","Medio_Risco",0.64
2103,"2026-03-22","Vazamento_API",9161,8,"E-commerce","Alto_Risco_Sancao",0.96
2104,"2033-08-03","Falha_Cookies",9943,7,"E-commerce","Medio_Risco",0.53
2105,"2037-12-03","Vazamento_API",6584,9,"E-commerce","Alto_Risco_Sancao",0.83
2106,"2033-08-19","Falha_Cookies",7126,9,"E-commerce","Medio_Risco",0.64
2107,"2038-08-23","Falha_Cookies",182,6,"E-commerce","Baixo_Risco",0.37
2108,"2036-12-25","Falha_Cookies",6412,7,"Portal_Cliente","Medio_Risco",0.56
2109,"2034-02-11","Falha_Cookies",3131,9,"Portal_Cliente","Baixo_Risco",0.23
2110,"2030-08-08","Vazamento_API",9709,10,"E-commerce","Alto_Risco_Sancao",0.79
2111,"2037-12-07","Vazamento_API",6735,7,"E-commerce","Alto_Risco_Sancao",0.88
2112,"2034-01-28","Vazamento_API",9803,8,"App_Mobile","Alto_Risco_Sancao",0.91
2113,"2036-03-29","Ausencia_Termos",6528,8,"Portal_Cliente","Medio_Risco",0.69
2114,"2036-08-03","Ausencia_Termos",7266,8,"E-commerce","Medio_Risco",0.58
2115,"2025-01-04","Falha_Cookies",2304,1,"E-commerce","Baixo_Risco",0.22
2116,"2029-11-07","Vazamento_API",2985,6,"E-commerce","Baixo_Risco",0.21
2117,"2026-02-09","Ausencia_Termos",6745,6,"E-commerce","Medio_Risco",0.56
2118,"2025-11-08","Falha_Cookies",9872,2,"Portal_Cliente","Baixo_Risco",0.11
2119,"2030-11-22","Ausencia_Termos",9250,2,"App_Mobile","Baixo_Risco",0.32
2120,"2031-12-07","Ausencia_Termos",9728,2,"E-commerce","Baixo_Risco",0.26
2121,"2036-11-12","Vazamento_API",6886,9,"Portal_Cliente","Alto_Risco_Sancao",0.86
2122,"2036-11-21","Falha_Cookies",7730,7,"E-commerce","Medio_Risco",0.53
2123,"2026-05-13","Falha_Cookies",6443,5,"App_Mobile","Medio_Risco",0.63
2124,"2026-07-15","Vazamento_API",7644,8,"E-commerce","Alto_Risco_Sancao",0.95
2125,"2034-03-19","Vazamento_API",9823,10,"App_Mobile","Alto_Risco_Sancao",0.86
2126,"2038-02-03","Falha_Cookies",1378,9,"E-commerce","Baixo_Risco",0.2
2127,"2027-03-10","Ausencia_Termos",773,8,"E-commerce","Baixo_Risco",0.22
2128,"2031-10-03","Vazamento_API",6259,10,"E-commerce","Alto_Risco_Sancao",0.84
2129,"2034-02-25","Vazamento_API",6929,8,"E-commerce","Alto_Risco_Sancao",0.9
2130,"2035-11-24","Vazamento_API",9225,8,"App_Mobile","Alto_Risco_Sancao",0.93
2131,"2036-05-07","Falha_Cookies",5529,4,"App_Mobile","Baixo_Risco",0.35
2132,"2035-09-10","Vazamento_API",5434,8,"E-commerce","Alto_Risco_Sancao",0.84
2133,"2031-03-17","Falha_Cookies",3692,9,"Portal_Cliente","Baixo_Risco",0.09
2134,"2029-01-09","Ausencia_Termos",4264,5,"App_Mobile","Baixo_Risco",0.19
2135,"2029-03-08","Ausencia_Termos",2312,4,"Portal_Cliente","Baixo_Risco",0.16
2136,"2025-12-28","Falha_Cookies",7834,8,"E-commerce","Medio_Risco",0.66
2137,"2037-09-26","Falha_Cookies",7700,9,"Portal_Cliente","Medio_Risco",0.71
2138,"2025-11-27","Falha_Cookies",4382,3,"E-commerce","Baixo_Risco",0.44
2139,"2030-09-07","Ausencia_Termos",7851,8,"Portal_Cliente","Medio_Risco",0.69
2140,"2035-01-25","Vazamento_API",6639,9,"App_Mobile","Alto_Risco_Sancao",0.92
2141,"2035-09-07","Vazamento_API",8307,7,"App_Mobile","Alto_Risco_Sancao",0.85
2142,"2026-02-09","Vazamento_API",4888,6,"E-commerce","Baixo_Risco",0.1
2143,"2028-03-16","Ausencia_Termos",937,8,"App_Mobile","Baixo_Risco",0.24
2144,"2037-09-10","Ausencia_Termos",1456,3,"Portal_Cliente","Baixo_Risco",0.29
2145,"2036-01-28","Vazamento_API",8936,7,"Portal_Cliente","Alto_Risco_Sancao",0.78
2146,"2031-12-01","Vazamento_API",6875,7,"E-commerce","Alto_Risco_Sancao",0.75
2147,"2029-11-08","Ausencia_Termos",6423,8,"E-commerce","Medio_Risco",0.65
2148,"2025-03-08","Vazamento_API",5897,9,"Portal_Cliente","Alto_Risco_Sancao",0.8
2149,"2025-10-09","Falha_Cookies",8645,7,"E-commerce","Medio_Risco",0.53
2150,"2029-07-24","Ausencia_Termos",6215,5,"Portal_Cliente","Medio_Risco",0.68
2151,"2038-05-27","Vazamento_API",5203,9,"E-commerce","Alto_Risco_Sancao",0.92
2152,"2035-02-25","Vazamento_API",7703,6,"E-commerce","Medio_Risco",0.56
2153,"2033-04-14","Falha_Cookies",9610,6,"Portal_Cliente","Medio_Risco",0.63
2154,"2030-08-07","Falha_Cookies",3863,2,"Portal_Cliente","Baixo_Risco",0.1
2155,"2028-08-02","Ausencia_Termos",8165,6,"E-commerce","Medio_Risco",0.54
2156,"2033-07-20","Vazamento_API",9557,7,"E-commerce","Alto_Risco_Sancao",0.86
2157,"2028-11-16","Vazamento_API",7658,7,"Portal_Cliente","Alto_Risco_Sancao",0.77
2158,"2026-12-13","Vazamento_API",3619,9,"App_Mobile","Alto_Risco_Sancao",0.96
2159,"2029-01-14","Falha_Cookies",9960,9,"Portal_Cliente","Medio_Risco",0.68
2160,"2035-07-26","Vazamento_API",6995,10,"Portal_Cliente","Alto_Risco_Sancao",0.81
2161,"2034-12-01","Vazamento_API",9537,6,"App_Mobile","Medio_Risco",0.68
2162,"2028-09-26","Ausencia_Termos",2709,7,"E-commerce","Baixo_Risco",0.43
2163,"2031-08-21","Vazamento_API",5405,7,"E-commerce","Alto_Risco_Sancao",0.97
2164,"2027-10-10","Vazamento_API",5271,7,"Portal_Cliente","Alto_Risco_Sancao",0.78
2165,"2036-02-16","Vazamento_API",8566,7,"E-commerce","Alto_Risco_Sancao",0.89
2166,"2035-11-03","Vazamento_API",3011,6,"E-commerce","Baixo_Risco",0.25
