"id","tipo_incidente","canal_origem","volume_titulares","severidade_reputacional","ilr","resultado_final"
1929,"Ausencia_Termos","App_Mobile",20052,4,38.8,"Baixo_Risco"
1930,"Ausencia_Termos","E-commerce",49585,8,70.8,"Medio_Risco"
1931,"Falha_Cookies","Portal_Cliente",44860,6,69.2,"Medio_Risco"
1932,"Ausencia_Termos","Portal_Cliente",39052,2,41.1,"Baixo_Risco"
1933,"Vazamento_API","Portal_Cliente",3690,4,50.9,"Medio_Risco"
1934,"Falha_Cookies","Portal_Cliente",40522,1,46.9,"Medio_Risco"
1935,"Ausencia_Termos","Portal_Cliente",12221,9,54.6,"Medio_Risco"
1936,"Falha_Cookies","Portal_Cliente",45257,7,73.4,"Baixo_Risco"
1937,"Falha_Cookies","Portal_Cliente",34836,8,71.8,"Medio_Risco"
1938,"Falha_Cookies","E-commerce",27076,2,43.6,"Baixo_Risco"
1939,"Vazamento_API","App_Mobile",10595,2,46.7,"Medio_Risco"
1940,"Falha_Cookies","E-commerce",637,5,41.3,"Baixo_Risco"
1941,"Ausencia_Termos","App_Mobile",29152,1,31.7,"Baixo_Risco"
1942,"Falha_Cookies","App_Mobile",7590,7,53.1,"Medio_Risco"
1943,"Falha_Cookies","App_Mobile",27664,2,43.9,"Baixo_Risco"
1944,"Vazamento_API","E-commerce",39001,7,82,"Alto_Risco"
1945,"Falha_Cookies","App_Mobile",20820,2,40.2,"Baixo_Risco"
1946,"Vazamento_API","Portal_Cliente",22020,3,56.9,"Medio_Risco"
1947,"Ausencia_Termos","Portal_Cliente",36933,4,47.9,"Medio_Risco"
1948,"Falha_Cookies","App_Mobile",49390,7,75.7,"Alto_Risco"
1949,"Falha_Cookies","App_Mobile",47113,2,54.4,"Medio_Risco"
1950,"Ausencia_Termos","Portal_Cliente",6048,8,47.2,"Medio_Risco"
1951,"Ausencia_Termos","Portal_Cliente",12672,2,26.8,"Baixo_Risco"
1952,"Vazamento_API","E-commerce",46095,7,85.9,"Alto_Risco"
1953,"Falha_Cookies","App_Mobile",24558,6,58.2,"Medio_Risco"
1954,"Ausencia_Termos","E-commerce",21606,5,43.6,"Baixo_Risco"
1955,"Ausencia_Termos","E-commerce",8483,3,28.5,"Baixo_Risco"
1956,"Falha_Cookies","Portal_Cliente",48277,2,55.1,"Medio_Risco"
1957,"Ausencia_Termos","E-commerce",15338,9,56.2,"Medio_Risco"
1958,"Vazamento_API","E-commerce",46922,8,90.3,"Alto_Risco"
1959,"Vazamento_API","Portal_Cliente",3334,8,66.7,"Medio_Risco"
1960,"Vazamento_API","E-commerce",42128,9,91.7,"Alto_Risco"
1961,"Falha_Cookies","E-commerce",46859,2,54.3,"Medio_Risco"
1962,"Ausencia_Termos","App_Mobile",20279,8,54.9,"Medio_Risco"
1963,"Ausencia_Termos","E-commerce",15654,6,44.4,"Baixo_Risco"
1964,"Vazamento_API","App_Mobile",10051,5,58.4,"Medio_Risco"
1965,"Vazamento_API","E-commerce",21548,3,56.6,"Medio_Risco"
1966,"Vazamento_API","E-commerce",336,8,65.1,"Medio_Risco"
1967,"Falha_Cookies","E-commerce",45643,5,65.6,"Medio_Risco"
1968,"Vazamento_API","Portal_Cliente",4413,9,71.3,"Medio_Risco"
1969,"Falha_Cookies","App_Mobile",30345,2,45.4,"Medio_Risco"
1970,"Ausencia_Termos","Portal_Cliente",23563,4,40.7,"Baixo_Risco"
1971,"Falha_Cookies","E-commerce",38732,7,69.9,"Medio_Risco"
1972,"Vazamento_API","E-commerce",20039,5,63.8,"Medio_Risco"
1973,"Falha_Cookies","Portal_Cliente",10014,3,38.4,"Baixo_Risco"
1974,"Vazamento_API","Portal_Cliente",14645,3,52.9,"Medio_Risco"
1975,"Ausencia_Termos","App_Mobile",16723,4,37,"Baixo_Risco"
1976,"Vazamento_API","E-commerce",20225,3,55.9,"Medio_Risco"
1977,"Falha_Cookies","Portal_Cliente",49329,2,55.6,"Medio_Risco"
1978,"Vazamento_API","Portal_Cliente",49826,10,99.9,"Alto_Risco"
1979,"Ausencia_Termos","E-commerce",34859,7,58.8,"Medio_Risco"
1980,"Falha_Cookies","E-commerce",34406,1,43.6,"Baixo_Risco"
1981,"Ausencia_Termos","App_Mobile",48869,9,74.4,"Alto_Risco"
1982,"Falha_Cookies","App_Mobile",32259,10,78.4,"Alto_Risco"
1983,"Vazamento_API","App_Mobile",44850,8,89.2,"Alto_Risco"
1984,"Falha_Cookies","E-commerce",23968,2,41.9,"Baixo_Risco"
1985,"Ausencia_Termos","App_Mobile",37373,5,52.2,"Medio_Risco"
1986,"Vazamento_API","E-commerce",25434,7,74.7,"Alto_Risco"
1987,"Vazamento_API","Portal_Cliente",35248,8,84,"Alto_Risco"
1988,"Ausencia_Termos","E-commerce",35310,2,39.1,"Baixo_Risco"
1989,"Ausencia_Termos","Portal_Cliente",42112,4,50.7,"Medio_Risco"
1990,"Falha_Cookies","E-commerce",38577,6,65.8,"Medio_Risco"
1991,"Ausencia_Termos","E-commerce",18173,10,61.8,"Medio_Risco"
1992,"Falha_Cookies","E-commerce",31172,4,53.8,"Medio_Risco"
1993,"Vazamento_API","App_Mobile",13816,7,68.4,"Medio_Risco"
1994,"Ausencia_Termos","E-commerce",37140,6,56,"Medio_Risco"
1995,"Falha_Cookies","Portal_Cliente",44483,8,77,"Alto_Risco"
1996,"Vazamento_API","E-commerce",37110,2,61,"Medio_Risco"
1997,"Ausencia_Termos","App_Mobile",35089,5,50.9,"Medio_Risco"
1998,"Falha_Cookies","E-commerce",26902,8,67.5,"Medio_Risco"
1999,"Ausencia_Termos","App_Mobile",47759,7,65.8,"Medio_Risco"
2000,"Vazamento_API","App_Mobile",27687,9,83.9,"Baixo_Risco"
2001,"Vazamento_API","App_Mobile",11444,5,59.1,"Medio_Risco"
2002,"Ausencia_Termos","E-commerce",3150,7,41.7,"Medio_Risco"
2003,"Falha_Cookies","Portal_Cliente",35799,8,72.3,"Alto_Risco"
2004,"Vazamento_API","E-commerce",13669,5,60.3,"Medio_Risco"
2005,"Ausencia_Termos","E-commerce",28075,2,35.1,"Baixo_Risco"
2006,"Falha_Cookies","App_Mobile",15799,1,33.5,"Baixo_Risco"
2007,"Falha_Cookies","Portal_Cliente",18064,5,50.7,"Medio_Risco"
2008,"Falha_Cookies","App_Mobile",42323,8,75.8,"Alto_Risco"
2009,"Falha_Cookies","Portal_Cliente",7939,9,61.2,"Medio_Risco"
2010,"Ausencia_Termos","App_Mobile",26742,9,62.4,"Medio_Risco"
2011,"Vazamento_API","E-commerce",8589,6,61.6,"Medio_Risco"
2012,"Falha_Cookies","Portal_Cliente",31012,4,53.7,"Medio_Risco"
2013,"Vazamento_API","App_Mobile",33026,3,62.8,"Medio_Risco"
2014,"Ausencia_Termos","E-commerce",15746,1,24.5,"Baixo_Risco"
2015,"Vazamento_API","E-commerce",45557,9,93.6,"Alto_Risco"
2016,"Ausencia_Termos","App_Mobile",12657,3,30.8,"Baixo_Risco"
2017,"Vazamento_API","E-commerce",48385,10,99.1,"Alto_Risco"
2018,"Ausencia_Termos","Portal_Cliente",19706,3,34.6,"Baixo_Risco"
2019,"Ausencia_Termos","App_Mobile",33269,2,37.9,"Baixo_Risco"
2020,"Ausencia_Termos","App_Mobile",44195,3,47.9,"Medio_Risco"
2021,"Vazamento_API","E-commerce",38557,6,77.8,"Alto_Risco"
2022,"Falha_Cookies","App_Mobile",11435,2,35.1,"Alto_Risco"
2023,"Vazamento_API","App_Mobile",7014,5,56.7,"Medio_Risco"
2024,"Falha_Cookies","App_Mobile",39590,4,58.4,"Alto_Risco"
2025,"Ausencia_Termos","App_Mobile",38971,1,37,"Baixo_Risco"
2026,"Vazamento_API","App_Mobile",7050,8,68.8,"Medio_Risco"
2027,"Falha_Cookies","Portal_Cliente",31463,8,70,"Medio_Risco"
2028,"Ausencia_Termos","App_Mobile",20390,9,59,"Medio_Risco"
2029,"Ausencia_Termos","E-commerce",21912,9,59.8,"Medio_Risco"
2030,"Vazamento_API","E-commerce",24018,2,53.9,"Medio_Risco"
2031,"Vazamento_API","Portal_Cliente",8894,4,53.8,"Baixo_Risco"
2032,"Falha_Cookies","E-commerce",34410,4,55.6,"Medio_Risco"
2033,"Falha_Cookies","Portal_Cliente",27659,1,39.9,"Baixo_Risco"
2034,"Vazamento_API","Portal_Cliente",43552,6,80.5,"Alto_Risco"
2035,"Falha_Cookies","Portal_Cliente",24582,2,42.2,"Baixo_Risco"
2036,"Falha_Cookies","Portal_Cliente",32253,9,74.4,"Alto_Risco"
2037,"Falha_Cookies","E-commerce",33463,10,79.1,"Alto_Risco"
2038,"Ausencia_Termos","App_Mobile",28601,7,55.4,"Medio_Risco"
2039,"Vazamento_API","App_Mobile",33664,6,75.2,"Alto_Risco"
2040,"Falha_Cookies","App_Mobile",48260,3,59.1,"Medio_Risco"
2041,"Ausencia_Termos","App_Mobile",46101,4,52.9,"Medio_Risco"
2042,"Falha_Cookies","App_Mobile",19460,6,55.5,"Medio_Risco"
2043,"Falha_Cookies","Portal_Cliente",1306,2,29.7,"Baixo_Risco"
2044,"Vazamento_API","E-commerce",30740,2,57.6,"Medio_Risco"
2045,"Ausencia_Termos","App_Mobile",7646,1,20.1,"Baixo_Risco"
2046,"Vazamento_API","App_Mobile",27718,3,59.9,"Medio_Risco"
2047,"Ausencia_Termos","Portal_Cliente",46279,9,73,"Alto_Risco"
2048,"Vazamento_API","App_Mobile",46252,7,86,"Alto_Risco"
2049,"Vazamento_API","App_Mobile",28879,9,84.6,"Alto_Risco"
2050,"Vazamento_API","App_Mobile",49065,9,95.5,"Alto_Risco"
2051,"Ausencia_Termos","Portal_Cliente",18895,3,34.2,"Baixo_Risco"
2052,"Ausencia_Termos","App_Mobile",6161,5,35.3,"Baixo_Risco"
2053,"Falha_Cookies","App_Mobile",48700,1,51.3,"Medio_Risco"
2054,"Vazamento_API","E-commerce",6873,9,72.7,"Alto_Risco"
2055,"Ausencia_Termos","Portal_Cliente",4801,7,42.5,"Baixo_Risco"
2056,"Vazamento_API","App_Mobile",34154,9,87.4,"Alto_Risco"
2057,"Vazamento_API","App_Mobile",27031,9,83.6,"Alto_Risco"
2058,"Vazamento_API","E-commerce",21022,5,64.3,"Medio_Risco"
2059,"Ausencia_Termos","App_Mobile",28307,3,39.3,"Baixo_Risco"
2060,"Ausencia_Termos","App_Mobile",45640,8,68.6,"Medio_Risco"
2061,"Falha_Cookies","App_Mobile",3863,9,59,"Medio_Risco"
2062,"Vazamento_API","E-commerce",43392,4,72.4,"Alto_Risco"
2063,"Falha_Cookies","E-commerce",48895,2,55.4,"Medio_Risco"
2064,"Falha_Cookies","App_Mobile",24333,2,42.1,"Baixo_Risco"
2065,"Vazamento_API","E-commerce",36998,8,85,"Alto_Risco"
2066,"Falha_Cookies","App_Mobile",38483,1,45.8,"Baixo_Risco"
2067,"Ausencia_Termos","Portal_Cliente",28667,2,35.5,"Baixo_Risco"
2068,"Falha_Cookies","Portal_Cliente",16432,1,33.8,"Baixo_Risco"
2069,"Falha_Cookies","E-commerce",40220,5,62.7,"Medio_Risco"
2070,"Vazamento_API","App_Mobile",13269,6,64.1,"Medio_Risco"
2071,"Vazamento_API","Portal_Cliente",41863,8,87.6,"Alto_Risco"
2072,"Falha_Cookies","Portal_Cliente",18392,3,42.9,"Baixo_Risco"
2073,"Ausencia_Termos","Portal_Cliente",3035,7,41.6,"Alto_Risco"
2074,"Vazamento_API","App_Mobile",30660,6,73.5,"Alto_Risco"
2075,"Falha_Cookies","Portal_Cliente",17031,7,58.2,"Medio_Risco"
2076,"Falha_Cookies","App_Mobile",20110,9,67.8,"Medio_Risco"
2077,"Vazamento_API","Portal_Cliente",34292,10,91.5,"Alto_Risco"
2078,"Falha_Cookies","E-commerce",25114,5,54.5,"Medio_Risco"
2079,"Vazamento_API","Portal_Cliente",36134,7,80.5,"Alto_Risco"
2080,"Falha_Cookies","E-commerce",41013,10,83.1,"Baixo_Risco"
2081,"Vazamento_API","App_Mobile",23250,4,61.5,"Medio_Risco"
2082,"Vazamento_API","Portal_Cliente",42341,4,71.9,"Medio_Risco"
2083,"Vazamento_API","E-commerce",32125,9,86.3,"Alto_Risco"
2084,"Ausencia_Termos","E-commerce",25118,9,61.5,"Medio_Risco"
2085,"Vazamento_API","Portal_Cliente",18282,9,78.8,"Alto_Risco"
2086,"Vazamento_API","App_Mobile",15472,5,61.3,"Medio_Risco"
2087,"Falha_Cookies","Portal_Cliente",47833,10,86.8,"Alto_Risco"
2088,"Falha_Cookies","E-commerce",46443,9,82.1,"Alto_Risco"
2089,"Vazamento_API","Portal_Cliente",31615,2,58.1,"Medio_Risco"
2090,"Ausencia_Termos","E-commerce",23579,4,40.7,"Baixo_Risco"
2091,"Ausencia_Termos","Portal_Cliente",29767,10,68.1,"Medio_Risco"
2092,"Ausencia_Termos","E-commerce",10455,7,45.6,"Medio_Risco"
2093,"Vazamento_API","Portal_Cliente",23857,6,69.9,"Medio_Risco"
2094,"Ausencia_Termos","App_Mobile",11774,3,30.3,"Baixo_Risco"
2095,"Vazamento_API","App_Mobile",47357,4,74.6,"Alto_Risco"
2096,"Vazamento_API","E-commerce",15127,7,69.1,"Medio_Risco"
2097,"Falha_Cookies","E-commerce",43148,10,84.3,"Alto_Risco"
2098,"Ausencia_Termos","E-commerce",45525,7,64.6,"Medio_Risco"
2099,"Vazamento_API","E-commerce",2584,4,50.3,"Medio_Risco"
2100,"Vazamento_API","E-commerce",1225,8,65.6,"Medio_Risco"
2101,"Falha_Cookies","E-commerce",941,9,57.5,"Baixo_Risco"
2102,"Vazamento_API","App_Mobile",4217,1,39.2,"Baixo_Risco"
2103,"Falha_Cookies","E-commerce",33406,6,63,"Medio_Risco"
2104,"Falha_Cookies","App_Mobile",37728,5,61.4,"Medio_Risco"
2105,"Falha_Cookies","App_Mobile",21935,3,44.8,"Baixo_Risco"
2106,"Vazamento_API","E-commerce",22082,2,52.9,"Medio_Risco"
2107,"Falha_Cookies","E-commerce",46045,4,61.9,"Medio_Risco"
2108,"Falha_Cookies","E-commerce",16260,6,53.7,"Medio_Risco"
2109,"Ausencia_Termos","Portal_Cliente",17414,5,41.4,"Baixo_Risco"
2110,"Vazamento_API","Portal_Cliente",42047,3,67.7,"Medio_Risco"
2111,"Ausencia_Termos","E-commerce",3256,9,49.7,"Medio_Risco"
2112,"Falha_Cookies","App_Mobile",28367,5,56.3,"Medio_Risco"
2113,"Vazamento_API","E-commerce",33079,1,54.8,"Medio_Risco"
2114,"Falha_Cookies","App_Mobile",41266,8,75.3,"Alto_Risco"
2115,"Ausencia_Termos","App_Mobile",46713,9,73.2,"Alto_Risco"
2116,"Vazamento_API","App_Mobile",6089,5,56.2,"Medio_Risco"
2117,"Ausencia_Termos","Portal_Cliente",47668,3,49.7,"Baixo_Risco"
2118,"Ausencia_Termos","Portal_Cliente",30389,8,60.4,"Alto_Risco"
2119,"Vazamento_API","Portal_Cliente",28746,5,68.5,"Medio_Risco"
2120,"Ausencia_Termos","App_Mobile",10632,4,33.7,"Baixo_Risco"
2121,"Vazamento_API","E-commerce",33952,8,83.3,"Medio_Risco"
2122,"Vazamento_API","App_Mobile",16934,3,54.1,"Medio_Risco"
2123,"Vazamento_API","App_Mobile",21355,3,56.5,"Alto_Risco"
2124,"Ausencia_Termos","App_Mobile",28599,6,51.4,"Medio_Risco"
2125,"Vazamento_API","E-commerce",21726,6,68.7,"Medio_Risco"
2126,"Ausencia_Termos","E-commerce",35263,2,39,"Baixo_Risco"
2127,"Falha_Cookies","E-commerce",12909,9,63.9,"Baixo_Risco"
2128,"Falha_Cookies","App_Mobile",30624,8,69.5,"Medio_Risco"
2129,"Falha_Cookies","App_Mobile",49187,9,83.6,"Alto_Risco"
2130,"Vazamento_API","Portal_Cliente",1606,3,45.8,"Medio_Risco"
2131,"Vazamento_API","E-commerce",36966,9,88.9,"Alto_Risco"
2132,"Vazamento_API","Portal_Cliente",46158,7,85.9,"Alto_Risco"
2133,"Ausencia_Termos","E-commerce",48010,6,61.9,"Medio_Risco"
2134,"Vazamento_API","E-commerce",15106,5,61.1,"Medio_Risco"
2135,"Ausencia_Termos","E-commerce",24016,7,52.9,"Medio_Risco"
2136,"Falha_Cookies","E-commerce",17275,9,66.3,"Medio_Risco"
2137,"Ausencia_Termos","Portal_Cliente",33679,10,70.2,"Medio_Risco"
2138,"Ausencia_Termos","Portal_Cliente",6675,4,31.6,"Baixo_Risco"
2139,"Ausencia_Termos","E-commerce",7678,8,48.1,"Medio_Risco"
2140,"Ausencia_Termos","Portal_Cliente",44075,8,67.8,"Medio_Risco"
2141,"Ausencia_Termos","App_Mobile",48425,1,42.1,"Baixo_Risco"
2142,"Ausencia_Termos","Portal_Cliente",27626,3,38.9,"Baixo_Risco"
2143,"Vazamento_API","Portal_Cliente",31596,5,70,"Medio_Risco"
2144,"Vazamento_API","Portal_Cliente",45058,4,73.3,"Alto_Risco"
2145,"Vazamento_API","E-commerce",22132,5,64.9,"Medio_Risco"
2146,"Falha_Cookies","E-commerce",27841,1,40,"Baixo_Risco"
2147,"Falha_Cookies","E-commerce",46807,5,66.3,"Medio_Risco"
2148,"Falha_Cookies","App_Mobile",23766,4,49.8,"Medio_Risco"
2149,"Falha_Cookies","Portal_Cliente",8072,7,53.3,"Medio_Risco"
2150,"Falha_Cookies","Portal_Cliente",16023,5,49.6,"Medio_Risco"
2151,"Falha_Cookies","E-commerce",2569,6,46.3,"Medio_Risco"
2152,"Vazamento_API","App_Mobile",45770,6,81.7,"Alto_Risco"
2153,"Falha_Cookies","E-commerce",31815,3,50.2,"Medio_Risco"
2154,"Vazamento_API","E-commerce",12667,10,79.8,"Alto_Risco"
2155,"Ausencia_Termos","App_Mobile",16568,9,56.9,"Medio_Risco"
2156,"Ausencia_Termos","Portal_Cliente",1211,3,24.6,"Baixo_Risco"
2157,"Ausencia_Termos","App_Mobile",19050,5,42.3,"Baixo_Risco"
2158,"Falha_Cookies","E-commerce",14846,1,33,"Baixo_Risco"
2159,"Ausencia_Termos","App_Mobile",6955,5,35.7,"Baixo_Risco"
2160,"Ausencia_Termos","App_Mobile",18314,2,29.9,"Baixo_Risco"
2161,"Vazamento_API","E-commerce",20940,8,76.3,"Alto_Risco"
2162,"Ausencia_Termos","App_Mobile",49941,3,51,"Medio_Risco"
2163,"Vazamento_API","App_Mobile",12832,3,51.9,"Medio_Risco"
2164,"Vazamento_API","Portal_Cliente",21749,6,68.7,"Medio_Risco"
2165,"Falha_Cookies","Portal_Cliente",33166,3,50.9,"Medio_Risco"
2166,"Vazamento_API","App_Mobile",27994,6,72.1,"Alto_Risco"
2167,"Vazamento_API","App_Mobile",23246,5,65.5,"Medio_Risco"
2168,"Falha_Cookies","E-commerce",20382,5,52,"Medio_Risco"
2169,"Ausencia_Termos","App_Mobile",38786,6,56.9,"Medio_Risco"
2170,"Falha_Cookies","Portal_Cliente",40252,9,78.7,"Alto_Risco"
2171,"Falha_Cookies","App_Mobile",29602,4,53,"Baixo_Risco"
2172,"Falha_Cookies","App_Mobile",22598,2,41.2,"Baixo_Risco"
2173,"Falha_Cookies","App_Mobile",28196,2,44.2,"Baixo_Risco"
2174,"Falha_Cookies","App_Mobile",41873,3,55.6,"Medio_Risco"
2175,"Falha_Cookies","Portal_Cliente",19255,3,43.4,"Baixo_Risco"
2176,"Falha_Cookies","App_Mobile",37077,8,73,"Alto_Risco"
2177,"Falha_Cookies","Portal_Cliente",42351,7,71.9,"Medio_Risco"
2178,"Vazamento_API","E-commerce",41301,4,71.3,"Medio_Risco"
2179,"Vazamento_API","App_Mobile",44495,2,65,"Medio_Risco"
2180,"Vazamento_API","Portal_Cliente",46210,3,69.9,"Medio_Risco"
2181,"Ausencia_Termos","E-commerce",25122,4,41.5,"Baixo_Risco"
2182,"Vazamento_API","Portal_Cliente",49373,7,87.7,"Alto_Risco"
2183,"Falha_Cookies","E-commerce",19085,6,55.3,"Medio_Risco"
2184,"Falha_Cookies","E-commerce",20230,10,71.9,"Medio_Risco"
2185,"Vazamento_API","Portal_Cliente",24398,2,54.1,"Medio_Risco"
2186,"Ausencia_Termos","E-commerce",4920,2,22.6,"Baixo_Risco"
2187,"Ausencia_Termos","E-commerce",8046,7,44.3,"Baixo_Risco"
2188,"Vazamento_API","App_Mobile",27748,1,52,"Medio_Risco"
2189,"Vazamento_API","E-commerce",13932,4,56.5,"Medio_Risco"
2190,"Vazamento_API","E-commerce",25862,4,62.9,"Medio_Risco"
2191,"Vazamento_API","Portal_Cliente",15853,5,61.5,"Medio_Risco"
2192,"Vazamento_API","Portal_Cliente",30003,9,85.2,"Alto_Risco"
2193,"Falha_Cookies","App_Mobile",42525,5,64,"Medio_Risco"
2194,"Vazamento_API","App_Mobile",19989,9,79.8,"Alto_Risco"
2195,"Vazamento_API","Portal_Cliente",25280,4,62.6,"Medio_Risco"
2196,"Ausencia_Termos","App_Mobile",24025,2,32.9,"Baixo_Risco"
2197,"Falha_Cookies","App_Mobile",45210,4,61.4,"Medio_Risco"
2198,"Ausencia_Termos","App_Mobile",36876,9,67.9,"Medio_Risco"
2199,"Vazamento_API","App_Mobile",40015,7,82.6,"Alto_Risco"
2200,"Falha_Cookies","Portal_Cliente",30772,4,53.6,"Medio_Risco"
2201,"Vazamento_API","Portal_Cliente",49662,2,67.8,"Medio_Risco"
2202,"Falha_Cookies","Portal_Cliente",37530,6,65.3,"Medio_Risco"
2203,"Vazamento_API","Portal_Cliente",16309,9,77.8,"Alto_Risco"
2204,"Vazamento_API","Portal_Cliente",29526,6,72.9,"Alto_Risco"
2205,"Falha_Cookies","Portal_Cliente",40540,3,54.9,"Medio_Risco"
2206,"Falha_Cookies","E-commerce",35807,4,56.3,"Medio_Risco"
2207,"Vazamento_API","App_Mobile",33530,5,71.1,"Medio_Risco"
2208,"Ausencia_Termos","App_Mobile",37241,10,72.1,"Alto_Risco"
2209,"Ausencia_Termos","E-commerce",6718,3,27.6,"Baixo_Risco"
2210,"Falha_Cookies","E-commerce",5362,1,27.8,"Baixo_Risco"
2211,"Falha_Cookies","E-commerce",19556,2,39.5,"Baixo_Risco"
2212,"Falha_Cookies","E-commerce",4034,2,31.1,"Baixo_Risco"
2213,"Falha_Cookies","Portal_Cliente",4908,2,31.6,"Baixo_Risco"
2214,"Vazamento_API","App_Mobile",45651,5,77.6,"Alto_Risco"
2215,"Ausencia_Termos","Portal_Cliente",1251,1,16.6,"Baixo_Risco"
2216,"Vazamento_API","App_Mobile",49033,8,91.5,"Alto_Risco"
2217,"Falha_Cookies","E-commerce",5814,8,56.1,"Alto_Risco"
2218,"Ausencia_Termos","App_Mobile",41671,8,66.5,"Medio_Risco"
2219,"Vazamento_API","Portal_Cliente",15138,8,73.1,"Alto_Risco"
2220,"Vazamento_API","E-commerce",4343,3,47.3,"Medio_Risco"
2221,"Ausencia_Termos","Portal_Cliente",2552,6,37.3,"Baixo_Risco"
2222,"Ausencia_Termos","E-commerce",43106,4,51.3,"Alto_Risco"
2223,"Falha_Cookies","Portal_Cliente",19411,3,43.4,"Medio_Risco"
2224,"Falha_Cookies","Portal_Cliente",1773,6,45.9,"Medio_Risco"
2225,"Falha_Cookies","App_Mobile",395,9,57.2,"Medio_Risco"
2226,"Falha_Cookies","App_Mobile",47295,9,82.5,"Alto_Risco"
2227,"Vazamento_API","Portal_Cliente",47646,4,74.7,"Alto_Risco"
2228,"Vazamento_API","Portal_Cliente",11712,4,55.3,"Medio_Risco"
2229,"Vazamento_API","Portal_Cliente",14407,9,76.7,"Alto_Risco"
2230,"Vazamento_API","E-commerce",21852,6,68.8,"Medio_Risco"
2231,"Vazamento_API","E-commerce",46632,10,98.2,"Alto_Risco"
2232,"Vazamento_API","App_Mobile",18612,4,59,"Medio_Risco"
2233,"Falha_Cookies","Portal_Cliente",36518,6,64.7,"Medio_Risco"
2234,"Falha_Cookies","E-commerce",40130,5,62.7,"Medio_Risco"
2235,"Falha_Cookies","App_Mobile",22192,9,69,"Medio_Risco"
2236,"Vazamento_API","Portal_Cliente",1532,2,41.8,"Baixo_Risco"
2237,"Falha_Cookies","App_Mobile",15811,7,57.5,"Medio_Risco"
2238,"Falha_Cookies","Portal_Cliente",30879,7,65.7,"Medio_Risco"
2239,"Vazamento_API","Portal_Cliente",14525,3,52.8,"Medio_Risco"
2240,"Vazamento_API","App_Mobile",21339,4,60.5,"Medio_Risco"
2241,"Vazamento_API","Portal_Cliente",31383,5,69.9,"Medio_Risco"
2242,"Falha_Cookies","Portal_Cliente",708,9,57.3,"Medio_Risco"
2243,"Falha_Cookies","App_Mobile",30385,2,45.4,"Medio_Risco"
2244,"Falha_Cookies","App_Mobile",4174,5,43.2,"Baixo_Risco"
2245,"Vazamento_API","Portal_Cliente",7783,4,53.2,"Medio_Risco"
2246,"Vazamento_API","App_Mobile",6665,8,68.6,"Medio_Risco"
2247,"Vazamento_API","E-commerce",9095,6,61.9,"Medio_Risco"
2248,"Falha_Cookies","App_Mobile",5970,9,60.2,"Medio_Risco"
2249,"Ausencia_Termos","Portal_Cliente",23647,7,52.7,"Medio_Risco"
2250,"Vazamento_API","E-commerce",37406,5,73.2,"Alto_Risco"
2251,"Falha_Cookies","E-commerce",107,8,53,"Medio_Risco"
2252,"Falha_Cookies","Portal_Cliente",23672,6,57.8,"Medio_Risco"
2253,"Falha_Cookies","App_Mobile",29652,4,53,"Medio_Risco"
2254,"Falha_Cookies","App_Mobile",35068,7,67.9,"Medio_Risco"
2255,"Ausencia_Termos","App_Mobile",47179,5,57.5,"Medio_Risco"
2256,"Ausencia_Termos","Portal_Cliente",2741,9,49.4,"Medio_Risco"
2257,"Falha_Cookies","E-commerce",29060,9,72.7,"Alto_Risco"
2258,"Ausencia_Termos","App_Mobile",42020,5,54.7,"Medio_Risco"
2259,"Vazamento_API","E-commerce",24600,9,82.3,"Alto_Risco"
2260,"Vazamento_API","E-commerce",39593,5,74.4,"Alto_Risco"
2261,"Falha_Cookies","E-commerce",25412,3,46.7,"Medio_Risco"
2262,"Falha_Cookies","E-commerce",23542,4,49.7,"Medio_Risco"
2263,"Vazamento_API","E-commerce",20992,7,72.3,"Alto_Risco"
2264,"Falha_Cookies","App_Mobile",48560,4,63.2,"Medio_Risco"
2265,"Vazamento_API","Portal_Cliente",4959,9,71.6,"Medio_Risco"
2266,"Falha_Cookies","E-commerce",9258,3,38,"Baixo_Risco"
2267,"Ausencia_Termos","E-commerce",47013,9,73.4,"Alto_Risco"
2268,"Falha_Cookies","App_Mobile",23198,8,65.5,"Medio_Risco"
2269,"Vazamento_API","E-commerce",14358,8,72.7,"Alto_Risco"
2270,"Ausencia_Termos","App_Mobile",49539,9,74.8,"Alto_Risco"
2271,"Falha_Cookies","E-commerce",46386,9,82,"Medio_Risco"
2272,"Ausencia_Termos","App_Mobile",22044,1,27.9,"Baixo_Risco"
2273,"Ausencia_Termos","Portal_Cliente",44646,2,44.1,"Baixo_Risco"
2274,"Falha_Cookies","App_Mobile",42382,9,79.9,"Alto_Risco"
2275,"Ausencia_Termos","App_Mobile",28776,5,47.5,"Medio_Risco"
2276,"Ausencia_Termos","App_Mobile",15148,2,28.1,"Baixo_Risco"
2277,"Falha_Cookies","E-commerce",33681,5,59.2,"Medio_Risco"
2278,"Falha_Cookies","E-commerce",2399,5,42.2,"Baixo_Risco"
2279,"Vazamento_API","App_Mobile",36216,2,60.5,"Medio_Risco"
2280,"Falha_Cookies","Portal_Cliente",23910,6,57.9,"Medio_Risco"
2281,"Falha_Cookies","Portal_Cliente",9963,3,38.3,"Baixo_Risco"
2282,"Ausencia_Termos","App_Mobile",35136,1,35,"Baixo_Risco"
2283,"Vazamento_API","E-commerce",6479,1,40.5,"Baixo_Risco"
